# Selected fundamentals from SEC EDGAR XBRL (sparse by ticker)
ticker,period,leverage,financing_rate,net_interest_margin,swap_notional,unrestricted_cash,common_pref_equity_ratio,buybacks,issuance,preferred_issuance,common_equity,preferred_equity,total_liabilities
MITT,2022-12-31,8.44204407951599,,,,84621000,1.099132769694111,18217000,0,,242328000,220472000,3906978000
MITT,2023-03-31,9.006074737017578,,,,87876000,1.095109583076309,5244000,,,241441000,220472000,4160023000
MITT,2023-06-30,9.022447229909382,,,,80308000,1.0897211437280017,6352000,,,240253000,220472000,4156867000
MITT,2023-09-30,9.838182859629415,,,,118735000,1.042989585979172,6352000,,,229950000,220472000,4431334000
MITT,2023-12-31,10.595001968325107,,,,111534000,1.3965310787764433,6352000,,,307896000,220472000,5598060000
MITT,2024-03-31,10.862644908398432,,,,100287000,1.447317573206575,0,,,319093000,220472000,5861103000
MITT,2024-06-30,12.308480568020364,,,,120912000,1.419817482492108,0,,,313030000,220472000,6566599000
MITT,2024-09-30,11.886999268633641,,,,102532000,1.4496761493522987,0,,,319613000,220472000,6419990000
MITT,2024-12-31,11.722334166938094,,,,118662000,1.4648163939185022,0,,,322951000,220472000,6370186000
MITT,2025-03-31,12.465019214150441,,,,115549000,1.466843862259153,,,,323398000,220472000,6779350000
MITT,2025-06-30,12.911871023308793,,,,88746000,1.4329937588446606,,,,315935000,220472000,6926018000
MITT,2025-09-30,15.033607636426641,,,,59000000,1.5392929714430856,,,,339371000,220472000,8416460000
MITT,2025-12-31,14.53594039241423,,,,57832000,1.5433343009543161,,,,340262000,220472000,8150796000
NLY,2006-12-31,,,,,91782000,,,,,,,
NLY,2007-12-31,,,,,103960000,,,,,,,
NLY,2008-03-31,,,,,1549041000,,,,,,,
NLY,2008-06-30,,,,,1462737000,,,,,,,
NLY,2008-09-30,,,,,1083814000,,,,,,,
NLY,2008-12-31,6.497719284470921,,,,909353000,39.563290567401516,,,,7006184000,177088000,50318301000
NLY,2009-03-31,,,,,1035118000,,,,,,,
NLY,2009-06-30,5.921649799011822,,,,1352798000,47.9455750813155,,,,8490586000,177088000,59536463000
NLY,2009-09-30,5.999997421335697,,,,1723341000,,,,,,,60792420000
NLY,2009-12-31,5.714433185206521,,,,1504568000,,,,,,,59758650000
NLY,2010-03-31,5.61343421504989,,,,905955000,,,,,,,63074678000
NLY,2010-06-27,,,,,327979000,,,,,,,
NLY,2010-06-30,5.85360687133052,,,,327979000,,,,,,,63812050000
NLY,2010-09-30,6.366768585305734,,,,289486000,,,,,,,72941486000
NLY,2010-12-31,6.643102008129834,,,27100000000,282626000,54.706202565955905,,,,9687812000,177088000,73121658000
NLY,2011-03-31,6.222968039332711,,,,357012000,,,,,,,85534608000
NLY,2011-04-01,,,,,357012000,,,,,,,
NLY,2011-06-23,,,,,401844000,,,,,,,
NLY,2011-06-30,5.63178449953415,,,35500000000,401844000,,,,,,,86587686000
NLY,2011-09-30,5.43656727815964,,,40500000000,3473866000,,,,,,,97688020000
NLY,2011-12-31,5.335942850551392,,,40109880000,994198000,87.99892708709794,,,,15583554000,177088000,93837088000
NLY,2012-03-31,5.753913668897761,,,42100000000,932761000,89.0151619533791,,,,15763517000,177088000,104340935000
NLY,2012-06-30,5.941864103883267,,,46205070000,924374000,,,,290514000,,,112019985000
NLY,2012-09-30,5.91159898243854,,,46746710000,2264854000,,,,,,,124485937000
NLY,2012-12-31,6.454586232335647,,,46911800000,615789000,,255901000,,,,,117527851000
NLY,2013-03-31,6.554326633573253,,,48222800000,1862550000,,141149000,,,,,110195487000
NLY,2013-06-30,6.137033049985132,,,,725537000,,141149000,,,,,89205280000
NLY,2013-09-30,5.346267925996259,,,,1122722000,,141149000,,,,,80487433000
NLY,2013-12-31,4.980308511328648,,,,552436000,,141149000,,,,,69517405000
NLY,2014-01-31,,,,,,,,,,,,
NLY,2014-03-31,5.13692227883934,,,,924197000,,,,,,,69850065000
NLY,2014-06-30,5.232555716931599,,,,1320666000,,,,,,,73702026000
NLY,2014-09-30,5.309358407950364,,,,1178621000,,,,,,,74277038000
NLY,2014-12-31,5.351964757783257,,,,1741244000,,,,,,,75021586000
NLY,2015-03-31,4.607944171970324,,,,2099408000,,,,,,,65551087000
NLY,2015-06-30,4.562162891763707,,,,1785158000,,,,,,,62950875000
NLY,2015-09-30,4.595232317456715,,,,2237423000,,,,,,,63054354000
NLY,2015-12-31,4.7229319997224914,,,,1769258000,,114260000,0,,,,63284971000
NLY,2016-03-31,4.67045018929908,,,,2416136000,,102712000,,,,,65785958000
NLY,2016-06-30,4.659140002662198,,,,2735250000,,102712000,,,,,66154597000
NLY,2016-09-30,4.658802502193706,,,,2382188000,,102712000,,,,,73647503000
NLY,2016-12-31,5.18574707386435,,,,1539746000,,102712000,2362000,,,,75329074000
NLY,2017-03-31,4.959069841434754,,,,819421000,,,596000,,,,72011608000
NLY,2017-06-30,4.956403642513437,,,,700692000,,,1270000,,,,72367153000
NLY,2017-09-30,4.904923965141335,,,,867840000,,,1503013000,,,,83418963000
NLY,2017-12-31,5.224487214634255,,,,706589000,7.644348548373878,0,2347058000,,13151192000,1720381000,86888477000
NLY,2018-03-31,5.595337782181442,,,,984275000,,,412081000,,,,86439298000
NLY,2018-06-30,5.5003228580290076,,,,1135329000,,,461044000,,,,85059141000
NLY,2018-09-30,5.287094633700672,,,,1082747000,7.4108228243900465,0,1531690000,,13177688000,1778168000,91005947000
NLY,2018-12-31,5.745645090194996,,,,1735749000,6.939520337785856,0,1532356000,,12339633000,1778168000,91669726000
NLY,2019-03-31,5.611284366627034,,,,1522605000,7.875114162441344,,1319709000,,14003276000,1778168000,103391105000
NLY,2019-06-30,6.696282906529384,,,,1982311000,6.443048201574529,0,1787879000,,13597061000,2110346000,116093369000
NLY,2019-09-30,6.744883111232325,,,,1793921000,6.680880069181736,155304000,1829025000,,13241678000,1982026000,113732416000
NLY,2019-12-31,6.440776929142592,,,,1850729000,6.969796561699998,223574000,1829025000,,13814318000,1982026000,114498737000
NLY,2020-03-31,5.7115885620573,,,,2823521000,5.411384108987471,,0,,10725504000,1982026000,84209744000
NLY,2020-06-30,4.867772902293246,,,,1393910000,5.961363271722974,143664000,405000,,11815577000,1982026000,79661050000
NLY,2020-09-30,4.553359669036382,,,,1239982000,6.161698181557659,175076000,1075000,,12212646000,1982026000,74997739000
NLY,2020-12-31,4.623176588790765,,,,1243703000,8.125393002201658,209418000,1175000,,12485227000,1536569000,74433307000
NLY,2021-03-31,4.350599871548762,,,,1122793000,8.155199018072082,,0,,12531026000,1536569000,71301994000
NLY,2021-06-30,4.4153009683282916,,,,1380456000,7.87638368338812,0,420426000,,12102607000,1536569000,68737129000
NLY,2021-09-30,4.044026669743919,,,,1046300000,7.92759583201275,0,469334000,,12181298000,1536569000,62944566000
NLY,2021-12-31,4.150685413205055,,,,1342090000,7.587525194117544,0,552215000,,11658756000,1536569000,63568739000
NLY,2022-03-31,4.584681372655781,,,,,6.470390200505151,,6104000,,9942201000,1536569000,64706364000
NLY,2022-06-30,4.631610474395622,,,,,6.217313378052011,,955599000,,9553331000,1536569000,62547349000
NLY,2022-09-30,4.945483175676879,0.0581,,,,6.1272783714886865,,2627079000,,9414986000,1536569000,74455209000
NLY,2022-12-31,5.234441650792221,0.0707,,,1576714000,6.399229061630164,0,2636000000,,9832857000,1536569000,70481286000
NLY,2023-03-31,5.121576033923158,0.0754,,,,6.750405611462941,,562709000,,10372464000,1536569000,74922984000
NLY,2023-06-30,5.185144369916075,0.0792,,,,6.73629104843323,,562591000,,10350776000,1536569000,77443132000
NLY,2023-09-30,6.059143544892567,0.0808,,,,5.948634913238521,,580100000,,9140488000,1536569000,78971366000
NLY,2023-12-31,7.217407511319212,0.0809,,,1412148000,6.383391829459009,,673693000,,9808522000,1536569000,81882145000
NLY,2024-03-31,6.957780686393741,0.0807,,,,6.481677035004611,,-48000,,9959544000,1536569000,79987433000
NLY,2024-06-30,7.31655645826334,0.0807,,,,6.329904481998531,,10899000,,9726335000,1536569000,82405673000
NLY,2024-09-30,7.095407325819267,0.0805,,,,7.161006111668269,,1160350000,,11003380000,1536569000,88976046000
NLY,2024-12-31,7.205781220297082,0.0721,,,,7.20610138561952,,1558316000,,11072672000,1536569000,90859432000
NLY,2025-03-31,7.082173862052853,0.0703,,,,7.456968740095629,,495507000,,11458147000,1536569000,92030838000
NLY,2025-06-30,7.373538921744443,0.07,,,,7.708557181616966,,1256288000,,11844730000,1536569000,98667529000
NLY,2025-09-30,7.4351659058472475,0.0694,,,,7.27243409080822,,2345320000,,13108417000,1802480000,110864993000
NLY,2025-12-31,7.423505037545744,0.0644,,,,7.927018330300475,,2910571000,,14288292000,1802480000,119449927000
